x,y,U,Err(U),Err(DU),Last Update Type, DU_x,DU_y
-0.4,0.6,0.613814,-1.11997,1.20073,0.00218556,0.000725709,2
-0.4,0.8,0.892445,-1.12146,1.59156,0.00355492,0.00856905,2
-0.4,1,1.25155,-1.12426,1.9846,0.0044507,0.0159832,2
-0.2,-1,1.08213,-0.691699,-2.0057,0.0101274,0.0130134,2
-0.2,-0.8,0.72121,-0.704334,-1.60952,0.00920979,0.0261297,2
-0.2,-0.6,0.439477,-0.724309,-1.21115,0.00747664,0.0456897,2
-0.2,-0.4,0.238092,-0.740692,-0.802428,0.00609151,0.0607404,2
-0.2,-0.2,0.12,-0.8,-0.4,0.008,0.12,0
-0.2,0,0.08,-0.8,0,0.008,0.12,0
-0.2,0.2,0.12,-0.8,0.4,0.008,0.12,0
-0.2,0.4,0.230258,-0.679254,0.808579,0.00174158,0.00861089,2
-0.2,0.6,0.4298,-0.679727,1.20099,0.00219954,0.00102355,2
-0.2,0.8,0.707998,-0.683077,1.5923,0.00400197,0.00829192,2
-0.2,1,1.06719,-0.684101,1.99161,0.00480728,0.00934005,2
0,-1,1.00817,-0.0295448,-2.0287,0.0081723,0.0411873,2
0,-0.8,0.645603,-0.0319635,-1.63073,0.00560251,0.0443428,2
0,-0.6,0.363319,-0.0347752,-1.23287,0.00331913,0.0478494,2
0,-0.4,0.160865,-0.0433939,-0.839127,0.000865068,0.0584287,2
0,-0.2,0.04,0,-0.4,0,0,0
0,0,0,0,0,0,0,0
0,0.2,0.04,0,0.4,0,0,0
0,0.4,0.159581,0.0281337,0.826281,0.000419118,0.0384993,2
0,0.6,0.35805,0.00708973,1.20701,0.00194952,0.00996801,2
0,0.8,0.635519,0.0028145,1.6028,0.00448087,0.00397334,2
0,1,0.993972,0.00553718,2.00551,0.00602813,0.00780922,2
0.2,-1,1.09511,0.887202,-2.08153,0.00711264,0.0878769,2
0.2,-0.8,0.731101,0.912756,-1.62579,0.00310097,0.0267867,2
0.2,-0.6,0.448898,0.915514,-1.23056,0.000897871,0.0308838,2
0.2,-0.4,0.246641,0.921781,-0.836916,0.00135916,0.0369592,2
0.2,-0.2,0.12,0.8,-0.4,0.008,0.12,0
0.2,0,0.08,0.8,0,0.008,0.12,0
0.2,0.2,0.12,0.8,0.4,0.008,0.12,0
0.2,0.4,0.242465,0.88603,0.801697,0.00553536,0.034012,2
0.2,0.6,0.442246,0.918221,1.19976,0.00575364,0.00179445,2
0.2,0.8,0.721911,0.931662,1.60309,0.00608897,0.0120638,2
0.2,1,1.08163,0.934778,2.00538,0.00637372,0.0157269,2
0.4,-1,1.39142,2.07701,-2.15749,0.00742144,0.157517,2
0.4,-0.8,1.02682,2.08371,-1.63042,0.00282144,0.030647,2
0.4,-0.6,0.745282,2.08801,-1.23101,0.00128202,0.032032,2
0.4,-0.4,0.543737,2.08698,-0.815934,0.00026274,0.0173945,2
0.4,-0.2,0.41803,2.10169,-0.432943,0.00596984,0.0394413,2
0.4,0,0.376022,2.083,-0.00301232,0.00797793,0.00425392,2
0.4,0.2,0.413333,2.09906,0.386873,0.0106665,0.0231419,2
0.4,0.4,0.533131,2.07031,0.804269,0.010869,0.0105905,2
0.4,0.6,0.73417,2.06562,1.20379,0.00983048,0.0148684,2
0.4,0.8,1.01477,2.07013,1.60126,0.00922835,0.00994982,2
0.4,1,1.54487,3.1653,1.66203,0.160867,1.1367,1
0.6,-1,2.11037,3.4756,-1.98389,0.174369,0.0167042,1
0.6,-0.8,1.6097,3.53885,-1.77764,0.0337044,0.187139,2
0.6,-0.6,1.29796,3.48249,-1.20513,0.00195877,0.00570209,2
0.6,-0.4,1.09613,3.4809,-0.801441,0.000133476,0.00169937,2
0.6,-0.2,0.974205,3.49844,-0.42352,0.00179484,0.0298869,2
0.6,0,0.929237,3.49722,-0.0173956,0.00676271,0.0244796,2
0.6,0.2,0.967338,3.48637,0.394929,0.00866204,0.00813989,2
0.6,0.4,1.08598,3.49028,0.793528,0.0100187,0.012148,2
0.6,0.6,1.28498,3.48927,1.19546,0.0110206,0.0103161,2
0.6,0.8,1.63188,4.25166,1.15891,0.0558787,0.888835,1
0.6,1,inf,inf,inf,inf,inf,0
0.8,-1,2.95154,5.1773,-2.1379,0.159541,0.149327,1
0.8,-0.8,2.6121,5.21693,-1.79895,0.180102,0.221309,1
0.8,-0.6,2.28214,4.90303,-0.88716,0.130139,0.380719,1
0.8,-0.4,2.0958,4.85475,-0.476956,0.143799,0.417988,1
0.8,-0.2,1.96743,5.95189,-2.22562,0.135433,2.00622,1
0.8,0,1.78973,5.13937,-0.0195177,0.00227137,0.027498,2
0.8,0.2,1.82549,5.13578,0.386425,0.00651221,0.0208194,2
0.8,0.4,1.94365,5.12307,0.797756,0.00834927,0.00380472,2
0.8,0.6,2.27286,4.80197,1.37633,0.120858,0.36364,2
0.8,0.8,63.5106,1.90717,1.74378,61.0786,3.21604,1
0.8,1,inf,inf,inf,inf,inf,0
1,-1,4.66166,7.64435,-4.68882,0.661663,2.76495,1
1,-0.8,4.01195,7.09412,-1.75605,0.371952,0.182241,1
1,-0.6,3.52484,6.69054,-0.805787,0.164837,0.501171,1
1,-0.4,3.577,6.86198,-0.63389,0.416998,0.215965,1
1,-0.2,4.70118,6.10852,0.385614,1.66118,1.18825,1
1,0,3.17485,6.5908,0.366133,0.174848,0.549091,1
1,0.2,3.17863,6.60083,0.720595,0.138627,0.511974,1
1,0.4,3.41381,6.74584,0.989155,0.25381,0.316822,2
1,0.6,3.5388,6.71795,1.38559,0.178799,0.337632,1
1,0.8,48.9255,3.48612,2.31175,45.2855,3.58524,1
1,1,4.08229,7.79555,1.45466,0.0822938,0.964518,1
11,11,121,5,2,1
